Nombre del grupo,Enlace al GrupLac,Fecha de formcación,Departamento,Ciudad,Página web,E-mail,Clasificación,Área de conocimiento general,Áreas de conocimiento especificas,Programa nacional,Programa nacional(secundario),Instituciones avaladas,Instituciones no avaladas,Líneas de investigación,Nombre del líder,Enlace al CvLac líder,Nombre del integrante,Enlace al CvLac del investigador,Nombre en citaciones,Vinculación,Horas dedicación,Inicio Vinculacion,Fin Vinculación,Estado vinculación,Nacionalidad,Sexo,Categoría,Tipo de Formación,Institución,Título Formación,Inicio Formación,Fin Formación,Trabajo de Grado,Area General Investigador,Area Especifica Investigador,Líneas Activas,Líneas no Activas,Título publicación,Integrantes involucrados,Tipo producto,Tipo publicación,Estado,País,Titulo revista,Nombre Libro,ISSN,ISBN,Editorial,Volumen,Fascículo,Páginas,Año publicación,DOI,Palabras clave,Área general,Áreas especificas,Sectores,Código de Patente,Fecha patente,Institución de Patente,Nombre solicitante patente,Vía de solicitud de patente,Gaceta Industrial de Publicación de patente
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,Maestría/Magister,UNIVERSIDAD PEDAGÓGICA NACIONAL,maestría en pedagogía y currículo,01/01/1996,01/01/1998,elementos de la modernidad a considerarse en los curriculos universitarios,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],,,,,,,,,,,,,,,,,,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,Especialización,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,pedagogía para el desarrollo del aprendizaje autonomo,01/01/2001,01/01/2002,modelo pedagogico para el aprendizaje de la investigación,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],,,,,,,,,,,,,,,,,,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,Especialización,Universidad Pedagógica Y Tecnológica De Colombia - Uptc - Sede Tunja,pedagogía en ciencias del deporte,01/01/1994,01/01/1995,efectos de un metodo,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],,,,,,,,,,,,,,,,,,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,Pregrado/Universitario,Universidad Pedagógica Y Tecnológica De Colombia - Uptc - Sede Tunja,licenciatura en educacion fisica,01/01/1973,01/01/1977,practica pedagogica,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],,,,,,,,,,,,,,,,,,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,,,,,,,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],modernidad y curriculum,"Gladys Jaimes Jaimes, Luz Amanda Suarez Sotomonte, Ramon Chaparro",Artículos,Publicado En Revista Especializada,Vigente,No aplica,Acción Pedagógica,,,,,,,1-50,1999,,"CURRICULO, PEDAGOGIA, MODERNIDAD, POSMODERNIDAD",,,Educación,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,,,,,,,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],la tutoria academica,Gladys Jaimes Jaimes,Artículos,Publicado En Revista Especializada,Vigente,Colombia,Cuadernos De Psicopedagogia,,1794-9580,,Universidad Pedagógica y Tecnológica de Colombia,3,3,21-26,2006,,APRENDIZAJE,,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,,,,,,,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],evaluacion de desempenon docente,"Gladys Jaimes Jaimes, Luz Janneth Romero Farfan, Edilberto Rincon, Luis Heliodoro Jaime Gonzales",Artículos,Publicado En Revista Especializada,Vigente,Colombia,CUADERNOS DE LINGUISTICA HISPANICA,,,,Universidad Pedagógica y Tecnológica de Colombia,11,1,167-178,2008,,,,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,,,,,,,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],un modelo pedagogico integrador para aprender a aprender,Gladys Jaimes Jaimes,Artículos,Publicado En Revista Especializada,Vigente,Colombia,Cuadernos De Psicopedagogia,,1794-9580,,Universidad Pedagógica y Tecnológica de Colombia,3,3,89-92,2006,,"DIDACTICA, PEDAGOGIA, APRENDIZAJE",,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,,,,,,,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],plyometry and room football in the cognitive disability: text to practice,"Gladys Jaimes Jaimes, Yofre Danilo Sanabria Arguello, Paulo Jonathan Acosta Tova, Cristian Leonardo Cepeda Barajas",Artículos,Publicado En Revista Especializada,Vigente,España,JOURNAL OF HUMAN SPORT AND EXERCISE,,1988-5202,,University of Alicante. Faculty of Education,15,4,1418-1426,2020,10.14198/jhse.2020.15.Proc4.38,"power, Plyometry, Indoor soccer, ATR, Cognitive disability",,,,,,,,,
,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000007149,2007 - 1,BOYACÁ,TUNJA,,tendencias.pedagogicas@uptc.edu.co,B,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']","Ciencia, Tecnología e Innovación en Ciencias Humanas, Sociales y  Educación",No Aplica,UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,,"['actividad fisica para la  salud', 'deporte y gestion', 'pedagogia motricidad y recreacion']",,"https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=javascript:setPageToLimit('grupos','152');onInvokeAction('grupos','last_page')",Gladys Jaimes Jaimes,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000233188,"JAIMES JAIMES, GLADYS",Integrante,4,2007/3,Actual,Activo,Colombiana,Femenino,Sin categoría,,,,,,,Ciencias Sociales,"['Ciencias de la Educación', 'Educación General (Incluye Capacitación, Pedagogía)']",['educacion fisica'],[],evaluacion de desempeno docente,"Gladys Jaimes Jaimes, Luis Heliodoro Jaime Gonzales, Luz Janneth Romero Farfan, Edilberto Rincon",Artículos,Publicado En Revista Especializada,Vigente,Colombia,CUADERNOS DE LINGUISTICA HISPANICA,,,,Universidad Pedagógica y Tecnológica de Colombia,11,,167-178,2008,,"EVALUACIÓN, PEDAGOGIA",,,,,,,,,
